"lemma","prior_polarity_score"
"sounding",-6.0e-05
"soundless",-0.17
"soundlessly",-0.28
"soundly",0.19
"soundness",0.31
"soundproof",0.19
"soundproof",0.19
"soundtrack",0.25
"soup",0.51
"soup",0.51
"soupiness",-6.01e-03
"soupy",0.10
"sour",-0.26
"sour",-0.26
"sour",-0.26
"source",0.12
"source",0.12
"soured",-0.42
"sourish",-0.19
"sourly",0.12
"sourness",-0.21
"sourpuss",-0.45
"sour-tasting",-0.34
"souse",0.02
"soutache",-0.19
"south",0.27
"south",0.27
"south",0.27
"southbound",0.03
"south-central",-0.06
"southeast",0.20
"southeast",0.20
"southeast",0.20
"southern",0.16
"southpaw",0.08
"southwest",0.20
"southwest",0.20
"southwest",0.20
"souvenir",0.47
"sovereign",-0.01
"sovereign",-0.01
"sovereignty",-0.02
"soviet",-0.22
"sow",0.02
"sow",0.02
"soy",-0.05
"soya",0.17
"soybean",0.10
"spa",0.59
"space",0.47
"space",0.47
"spacecraft",0.14
"spaced",-0.02
"spaceman",0.28
"spaceship",0.15
"spacing",0.05
"spacious",0.33
"spade",0.12
"spade",0.12
"spaghetti",0.47
"spalax",-0.07
"spall",-0.19
"spam",-0.47
"spam",-0.47
"span",0.18
"span",0.18
"spandex",-0.10
"spang",0.04
"spangle",-0.08
"spangled",-0.28
"spangly",-0.28
"spaniel",0.16
"spank",-0.31
"spank",-0.31
"spanking",-0.50
"spanking",-0.50
"spar",0.10
"spar",0.10
"spare",0.14
"spare",0.14
"sparely",0.12
"spareness",-0.12
"sparer",0.15
"spareribs",0.28
"sparing",-0.19
"spark",0.26
"spark",0.26
"sparkle",0.52
"sparkle",0.52
"sparkling",0.36
"sparkling",0.36
"sparkly",0.42
"sparrow",0.39
"sparrow-sized",0.12
"sparse",-0.19
"sparsely",0.12
"sparseness",-0.28
"sparsity",-0.28
"spartan",0.13
"spasm",-0.45
"spasmodic",-0.39
"spasmolysis",-0.28
"spastic",-0.26
"spasticity",-0.17
"spat",-0.02
"spat",0.01
"spate",-0.01
"spatial",-0.06
"spatter",-0.22
"spattered",-0.28
"spatula",0.03
"spatula-shaped",0.17
"spatulate",0.17
"spavin",-0.19
"spavined",-0.19
"spawl",-0.19
"spawn",-0.03
"spawn",-0.03
"speak",0.22
"speakable",0.21
"speakeasy",0.22
"speaker",0.08
"speaking",0.10
"speaking",0.21
"spear",-0.14
"spear",-0.14
"spearfish",0.15
"spearhead-shaped",0.15
"spec",-0.12
"special",0.62
"special",0.62
"specialisation",0.08
"specialise",0.16
"specialist",0.13
"specialistic",0.17
"speciality",0.18
"specialization",0.08
"specialize",0.30
"specialness",0.10
"specialty",0.12
"species",0.06
"specifiable",0.28
"specific",0.12
"specific",0.12
"specifically",0.17
"specification",0.12
"specificity",0.05
"specified",0.17
"specifier",0.17
"specify",0.13
"specimen",-0.15
"specious",-0.26
"speciously",0.15
"speciousness",-0.03
"speck",-0.16
"speck",-0.16
"speckled",0.19
"speckless",0.21
"specs",0.04
"spectacle",0.15
"spectacled",-0.19
"spectacular",0.62
"spectacular",0.62
"spectacularly",0.15
"spectator",0.14
"specter",0.01
"spectinomycin",-0.28
"spectral",0.13
"spectre",-0.01
"spectrometry",0.17
"spectroscope",0.12
"spectroscopy",0.17
"spectrum",0.41
"specular",0.28
"speculate",0.15
"speculation",-0.08
"speculative",-0.45
"speculatively",0.15
"speculativeness",-0.07
"speculator",-0.16
"speech",0.15
"speech-endowed",0.21
"speechless",-0.11
"speechlessness",-0.07
"speed",0.42
"speed",0.42
"speedboat",0.50
"speeding",-0.33
"speedway",0.26
"speedy",0.22
"spell",0.29
"spell",0.29
"spellbind",0.13
"spellbinding",0.17
"spellbound",0.12
"spell-bound",0.12
"spelling",0.18
"spend",0.22
"spender",0.09
"spendthrift",-0.07
"spent",0.09
"sperm",0.11
"spermatophyta",-0.07
"sperm-filled",-0.42
"spermicidal",-0.38
"spew",-0.40
"sphaeriaceae",0.28
"sphaerobolaceae",0.12
"sphecidae",-0.19
"sphecoid",-0.07
"sphenion",0.12
"spheniscidae",-0.19
"spheniscus",-0.07
"sphere",0.30
"spheric",0.12
"spherical",0.10
"spherically",0.17
"spherocyte",-0.07
"spheroid",0.12
"sphincter",-0.15
"sphingid",0.12
"sphingine",-0.01
"sphinx",0.26
"sphyrna",-0.07
"spic",-0.40
"spic",-0.40
"spic-and-span",0.24
"spice",0.38
"spice",0.38
"spice-scented",-0.19
"spicily",0.15
"spiciness",0.10
"spick",-0.19
"spick",0.21
"spick-and-span",0.24
"spicy",0.33
"spider",-0.41
"spiel",-0.19
"spiel",0.10
"spiff",-0.02
"spiffing",0.44
"spiffy",0.33
"spik",-0.19
"spike",-0.19
"spike",-0.19
"spikelet",0.12
"spikelike",-0.06
"spiky",0.17
"spill",-0.34
"spill",-0.34
"spillikins",-0.07
"spin",-0.02
"spin",-0.02
"spinach",0.20
"spinal",-0.30
"spinal",-0.30
"spindle",-0.14
"spindle-legged",0.21
"spindlelegs",0.10
"spindle-shanked",0.21
"spindleshanks",0.10
"spindly",-0.07
"spine",0.08
"spineless",-0.51
"spinelessness",-0.18
"spine-tipped",-0.38
"spininess",-0.13
"spinnability",0.17
"spinnable",0.28
"spinnbar",0.28
"spinner",-0.10
"spinose",0.15
"spinous",0.15
"spinster",-0.21
"spiny",-0.02
"spiny-backed",-0.07
"spiny-edged",0.15
"spiny-leafed",0.15
"spiny-leaved",0.15
"spiny-stemmed",0.15
"spiracle",-0.07
"spiral",0.35
"spiral",0.35
"spiral",0.35
"spirit",0.50
"spirit",0.50
"spirited",0.64
"spiritedly",0.28
"spiritedness",0.28
"spiritise",0.17
"spiritism",0.15
"spiritize",0.17
"spiritless",-0.11
"spiritlessness",-0.19
"spiritous",0.17
"spiritual",0.20
"spiritual",0.20
"spiritualism",0.12
"spirituality",0.56
"spiritually",0.12
"spirituous",0.17
"spirochaetales",0.12
"spirochaete",0.17
"spirochete",0.17
"spironolactone",-0.19
"spirt",-0.07
"spit",-0.50
"spit",-0.50
"spite",-0.39
"spite",-0.38
"spiteful",-0.52
"spitefully",0.12
"spitefulness",-0.39
"spitfire",0.04
"spittoon",-0.40
"spiv",0.15
"splash",0.38
"splash",0.38
"splashed",-0.09
"splashiness",-0.17
"splashy",0.15
"splat",-0.30
"splat",-0.30
"splatter",-0.10
"splattered",-0.28
"splay",0.12
"splayfoot",-0.28
"spleen",-0.13
"splendid",0.65
"splendidly",0.23
"splendiferous",0.25
"splendor",0.48
"splendour",0.27
"splenetic",-0.31
"splenic",-0.19
"splenitis",-0.38
"splenomegaly",-0.28
"splice",-0.06
"splice",-0.06
"splint",-0.35
"splint",-0.35
"splinter",-0.46
"splinter",-0.46
"splinterless",-0.19
"splinterproof",-0.19
"split",-0.12
"split",-0.12
"splodge",0.15
"splotch",0.15
"splotched",0.21
"splurge",-0.16
"splurge",0.10
"splutter",0.03
"spode",0.10
"spodoptera",-0.28
"spoil",-0.54
"spoil",-0.54
"spoilable",-0.28
"spoilage",-0.18
"spoiled",-0.43
"spoiler",-0.06
"spoiling",-0.02
"spoilsport",-0.06
"spoilt",-0.43
"spoken",-0.19
"spokesman",-0.02
"spokesperson",-0.01
"spondylarthritis",-0.38
"spondylitis",-0.42
"spondylolisthesis",-0.19
"sponge",0.11
"sponge",0.11
"spongelike",0.10
"sponger",-0.09
"spongy",0.10
"sponsor",0.07
"sponsor",0.07
"sponsorship",0.17
"spontaneity",0.36
"spontaneous",0.40
"spontaneously",0.16
"spontaneousness",-0.17
"spook",-0.32
"spook",-0.32
"spookily",0.17
"spooky",-0.15
"spool",0.17
"spool",0.17
"spoon",0.22
"spoon",0.22
"spoonfeed",-5.0e-03
"spoonfeeding",-0.02
"spoonful",0.07
"sporadic",-0.38
"sporadically",0.15
"sporanox",0.12
"spore-bearing",0.21
"sporocarp",0.12
"sporogenous",0.15
"sporophyl",0.15
"sporophyll",0.15
"sporotrichosis",-0.28
"sporozoa",0.28
"sporozoan",0.15
"sport",0.48
"sport",0.48
"sporting",0.31
"sportingly",0.12
"sportive",0.15
"sportively",0.28
"sportiveness",0.28
"sportsman",0.22
"sportsmanlike",0.17
"sportsmanship",0.32
"sportswear",-0.19
"sportswriter",0.17
"sporty",0.19
"spot",0.03
"spot",0.03
"spot-check",0.28
"spotless",0.26
"spotlessly",0.15
"spotlessness",0.04
"spotlight",0.18
"spotlight",0.18
"spots",-0.34
"spotter",0.09
"spotty",-0.17
"spousal",0.25
"spouse",0.61
"spout",0.07
"spout",0.07
"spouter",-0.19
"sprain",-0.47
"sprain",-0.47
"sprawling",-0.07
"spray",0.01
"spray",0.01
"spraying",-0.02
"spread",0.14
"spread",0.14
"spread-eagle",0.10
"spreader",-0.20
"spree",0.23
"spree",0.23
"sprigged",-0.07
"sprightliness",0.15
"sprightly",0.15
"spring",0.66
"spring",0.66
"spring-blooming",0.12
"springer",-6.0e-05
"spring-flowering",0.12
"springless",-0.17
"springtide",-0.02
"springtime",0.66
"springy",-0.04
"sprinkle",0.43
"sprinkle",0.43
"sprinkler",0.21
"sprint",0.16
"sprint",0.16
"sprite",0.21
"spritsail",-0.07
"sprog",0.10
"sprout",0.17
"sprout",0.17
"spruce",0.13
"spruce",0.13
"spruce",0.13
"sprucely",0.21
"spruceness",0.17
"sprue",-0.19
"spud",0.01
"spud",0.01
"spumy",-0.28
"spunk",0.29
"spunky",0.13
"spur",3.0e-05
"spur",8.0e-05
"spurious",-0.45
"spuriousness",-0.17
"spurn",-0.19
"spurned",-0.34
"spurt",-0.07
"sputter",0.05
"spy",-0.08
"spy",-0.08
"spying",0.08
"squab",0.05
"squabble",-0.35
"squabble",-0.35
"squad",0.08
"squadron",-0.15
"squalid",-0.43
"squalidae",0.04
"squalidness",-0.42
"squall",-0.17
"squall",-0.17
"squalling",-0.42
"squally",-0.43
"squalor",-0.42
"squamulose",-0.28
"squander",-0.36
"squandered",-0.35
"squanderer",0.15
"squandering",-0.08
"square",0.02
"square",0.02
"square",0.02
"square",0.02
"square-built",0.15
"squared",0.12
"square-jawed",0.12
"squarely",-0.05
"square-shouldered",0.15
"square-tailed",0.12
"square-toed",0.27
"squash",-0.18
"squash",-0.18
"squashed",-0.07
"squashy",-0.02
"squat",-0.08
"squat",-0.08
"squat",-0.08
"squatter",-0.09
"squattiness",0.12
"squaw",-0.07
"squawk",0.02
"squawk",0.02
"squawker",-0.02
"squeak",-0.01
"squeak",-0.01
"squeaky",-0.09
"squeal",0.03
"squeal",0.03
"squealer",-0.38
"squeamish",-0.34
"squeamishly",0.15
"squeamishness",0.07
"squeezable",0.28
"squeeze",-0.03
"squeeze",-0.03
"squelch",0.02
"squelched",-0.28
"squid",-0.09
"squiggle",-0.09
"squilla",0.17
"squinch",-0.03
"squinched",0.12
"squint",-0.15
"squint",-0.15
"squint",-0.15
"squint-eyed",-0.16
"squinting",0.12
"squinty",-0.16
"squire",-0.08
"squire",-0.08
"squirm",-0.28
"squirm",-0.28
"squirrel",0.17
"squirrel-sized",0.12
"squirt",0.16
"squirt",0.16
"squish",-0.47
"squish",-0.47
"squishy",8.0e-05
"sr.",0.17
"s-shape",0.12
"sspe",-0.05
"stab",-0.48
"stab",-0.48
"stabbing",-0.45
"stabile",-0.12
"stabilising",-0.28
"stability",0.29
"stabilize",0.21
"stabilizer",0.16
"stabilizing",-0.28
"stable",0.05
"stable",0.05
"stableness",0.21
"stably",0.10
"staccato",0.12
"stack",0.08
"stacks",-0.08
"stacte",-0.07
"stadium",0.13
"staff",0.04
"staff",0.04
"stag",0.04
"stag",0.04
"stage",0.16
"stage",0.16
"stagecoach",0.02
"stagecraft",0.12
"staged",-0.02
"stagehand",-0.06
"stage-struck",0.12
"stagey",-0.17
"stagflationary",0.12
"stagger",-0.39
"stagger",-0.39
"staggering",0.21
"staggeringly",-0.19
"staggers",-0.19
"stagily",0.12
"staginess",-0.25
"stagnancy",-0.16
"stagnant",-0.48
"stagnation",-0.10
"stagy",-0.17
"staid",0.37
"staidly",0.12
"staidness",-0.06
"stain",-0.50
"stain",-0.50
"stainable",0.17
"stained",-0.27
"stainless",0.21
"stair",0.03
"staircase",0.05
"stairs",0.12
"stairway",0.15
"stairwell",0.16
"stake",-0.05
"stake",-0.05
"stakeout",-0.14
"stale",-0.34
"stale",-0.34
"stalemate",-0.30
"stalemate",-0.30
"stalemated",0.04
"staleness",-0.40
"stalinism",-0.34
"stalk",-0.27
"stalk",-0.27
"stalked",-0.07
"stalker",-0.61
"stalkless",-0.07
"stall",-0.17
"stalling",-0.07
"stallion",0.33
"stalwart",0.33
"stalwartness",0.15
"stamina",0.38
"staminate",0.17
"stammer",-0.07
"stamp",0.20
"stamp",0.20
"stampede",-0.13
"stampede",-0.13
"stance",0.27
"stanchly",0.15
"stand",0.06
"stand",0.06
"stand-alone",0.17
"standard",-0.06
"standard",-0.06
"standard-bearer",0.10
"standardisation",0.25
"standardise",-0.20
"standardised",0.13
"standardization",0.25
"standardize",-0.18
"standardized",-0.13
"standby",-0.08
"standby",-0.08
"standee",-0.02
"standing",-0.21
"standing",0.08
"standoff",-0.40
"standoffish",-0.33
"standoffishly",0.15
"standoffishness",0.20
"standpat",0.12
"standpoint",0.02
"standstill",-0.06
"stand-up",0.04
"stanleya",-0.19
"stapelia",0.12
"staph",-0.60
"staphylococci",-0.07
"staphylococcus",-0.07
"staple",6.0e-05
"staple",8.0e-05
"stapler",0.06
"star",0.61
"star",0.61
"star",0.61
"starboard",0.10
"starboard",0.10
"starboard",0.10
"starch",-0.01
"starchless",-0.06
"starchlike",0.04
"stardom",0.21
"stardust",0.46
"stare",-0.13
"stare",-0.13
"starer",0.12
"starfish",0.38
"stargaze",-0.02
"stargazer",0.12
"staring",0.16
"stark",0.47
"starkly",0.15
"starkness",0.04
"starless",-0.38
"starlet",0.31
"starlight",0.67
"starlike",-0.07
"starling",0.13
"starred",0.17
"starring",0.12
"starry",0.60
"starry-eyed",0.28
"starship",0.33
"start",0.35
"start",0.35
"starter",0.17
"startle",-0.08
"startle",-0.08
"startled",-0.11
"startling",0.04
"startlingly",0.15
"starvation",-0.82
"starve",-0.61
"starved",-0.32
"starving",-0.53
"starving",-0.53
"stash",0.06
"stash",0.06
"stasis",-0.16
"state",0.18
"state",0.18
"statecraft",0.12
"stated",0.21
"stateless",-0.34
"stateliness",0.17
"stately",0.01
"statement",0.08
"stateroom",0.16
"statesman",-0.10
"statesmanlike",0.06
"statesmanly",0.06
"statesmanship",0.12
"static",-0.14
"static",-0.14
"statin",0.12
"station",0.12
"station",0.12
"stationary",0.11
"stationery",0.15
"statistic",-0.11
"statistical",0.02
"statistically",0.17
"statuary",0.15
"statue",0.23
"statuesque",0.17
"stature",0.17
"status",-0.02
"statute",0.04
"statute",0.04
"statutory",-0.15
"staunch",0.21
"staunchly",0.15
"staunchness",-0.38
"stay",0.28
"stay",0.28
"stay-at-home",-0.38
"std",0.10
"stead",0.08
"steadfast",0.42
"steadfastly",0.21
"steadfastness",-0.22
"steadied",0.12
"steadily",0.08
"steadiness",0.02
"steady",0.41
"steady",0.41
"steady",0.41
"steady-going",0.21
"steadying",-0.28
"steak",0.30
"steakhouse",0.48
"steal",-0.70
"steal",-0.70
"stealing",-0.56
"stealth",0.11
"stealthily",0.15
"stealthiness",0.21
"stealthy",0.28
"steam",0.10
"steam",0.10
"steamboat",0.13
"steamed",-0.12
"steamer",-0.02
"steaminess",-0.17
"steaming",0.01
"steaming",0.01
"steamroll",0.10
"steamroller",-0.02
"steamroller",0.12
"steamship",0.22
"steamy",0.34
"stearin",-0.28
"steatorrhea",-0.16
"steel",-0.01
"steel",-0.01
"steel-plated",-0.28
"steelworks",0.12
"steely",-0.23
"steep",0.08
"steep",0.08
"steep",0.08
"steeple",0.15
"steeply",0.12
"steer",0.17
"steer",0.17
"steerable",0.28
"steering",-0.02
"stellar",0.23
"stem",0.02
"stem",0.02
"stemless",-0.17
"stemma",0.08
"stench",-0.59
"stenograph",-0.08
"stenographer",-0.01
"stenosis",-0.07
"step",0.17
"stepdaughter",0.11
"stepfather",-0.32
"stepmother",-0.33
"steprelationship",0.15
"steps",-0.01
"stepson",-0.04
"stercobilinogen",-0.19
"stercolith",-0.07
"stereo",0.52
"stereo",0.52
"stereotype",-0.41
"stereotype",-0.41
"stereotyped",-0.26
"stereotypic",-0.26
"stereotypical",-0.26
"stereotypically",0.12
"sterile",-0.10
"sterilise",-0.06
"sterilised",-0.19
"sterility",-0.09
"sterilize",0.14
"sterilized",-0.19
"sterling",0.22
"sterling",0.22
"stern",-0.27
"stern",-0.27
"sterninae",0.17
"sternly",-0.07
"sternness",0.02
"sternum",-0.13
"sternutative",-0.28
"sternutatory",-0.28
"steroid",-0.34
"stertorously",0.12
"stet",-0.06
"stethoscope",0.03
"stevens",0.15
"stew",0.21
"steward",0.01
"stewardess",0.22
"stewed",-0.34
"stewing",4.93e-03
"stick",0.06
"stick",0.06
"sticker",0.14
"stickily",0.12
"stickler",-0.31
"stick-on",-0.34
"stickpin",-0.07
"sticktight",0.17
"stickup",-0.51
"sticky",-0.08
"stiff",-0.17
"stiff",-0.17
"stiffening",-0.02
"stiff-haired",0.15
"stiffly",0.12
"stiff-necked",-0.38
"stiffness",-0.23
"stifle",-1.57e-03
"stifling",-0.07
"stigma",-0.27
"stigmatic",-0.08
"stigmatism",0.13
"still",-0.27
"still",-0.25
"still",-0.02
"still",-0.02
"stillborn",-0.23
"stillness",0.04
"stilly",0.15
"stilted",-0.19
"stiltedly",0.15
"stimulant",0.25
"stimulant",0.25
"stimulate",0.59
"stimulated",-0.05
"stimulating",0.46
"stimulation",0.03
"stimulative",0.21
"stimulus",0.15
"sting",-0.61
"sting",-0.61
"stinger",-0.27
"stingily",0.17
"stinging",-0.35
"stinging",-0.35
"stingray",0.04
"stingy",-0.61
"stink",-0.66
"stink",-0.66
"stinker",-0.42
"stinkhorn",-0.34
"stinkiness",-0.28
"stinking",-0.42
"stinky",-0.46
"stint",-0.10
"stinting",-0.19
"stipend",0.26
"stipendiary",0.21
"stipulate",-0.03
"stipule",0.12
"stir",0.08
"stir",0.08
"stirk",0.12
"stirred",-0.26
"stirring",0.17
"stirring",0.32
"stirringly",0.12
"stitch",-0.01
"stitch",-0.01
"stitchery",0.12
"stitching",-0.08
"stochasticity",-0.28
"stock",0.12
"stock",0.12
"stockade",-0.58
"stockade",-0.58
"stockbroker",-0.23
"stocked",-0.07
"stockholder",-0.02
"stockily",0.12
"stockinet",-0.19
"stockinette",-0.19
"stocking",0.08
"stockinged",-0.34
"stockpile",0.13
"stockpile",0.13
"stockpiling",0.12
"stockroom",-0.03
"stock-still",-0.28
"stock-still",0.21
"stodgily",0.15
"stodginess",-0.25
"stodgy",-0.25
"stoic",-0.13
"stoic",-0.13
"stoical",-0.42
"stoically",0.12
"stoicism",-0.06
"stolid",-0.26
"stolidity",-0.18
"stolidly",0.17
"stolidness",-0.17
"stoloniferous",-0.01
"stomach",-0.11
"stomach",-0.11
"stomachache",-0.71
"stomatitis",-0.28
"stomatopod",0.17
"stomp",-0.27
"stomp",-0.27
"stone",-0.04
"stone",-0.04
"stone",-0.04
"stone-blind",-0.25
"stone-broke",-0.28
"stone-cold",-0.17
"stoned",0.12
"stone-dead",-0.28
"stone-deaf",-0.38
"stonelike",-0.19
"stone-sober",-0.13
"stonewall",-0.10
"stonewaller",-0.19
"stonewalling",-0.28
"stonewash",-0.07
"stone-wash",-0.07
"stonily",0.12
"stoning",-0.07
"stony",-0.11
"stony-broke",-0.28
"stonyhearted",-0.26
"stooge",-0.42
"stooge",-0.42
"stool",-0.13
"stool",-0.13
"stoop",-0.08
"stop",-0.06
"stopover",-0.12
"stoppable",0.28
"stopper",-0.08
"stopper",-0.08
"stopple",0.12
"stopwatch",0.01
"storage",-0.01
"store",0.23
"stored-program",0.17
"storefront",0.19
"storeroom",0.10
"storied",0.05
"storksbill",-0.07
"storm",0.18
"storm",0.18
"storm-beaten",-0.42
"stormily",-0.06
"storminess",-0.07
"stormproof",-0.06
"storm-tossed",-0.07
"stormy",0.03
"story",0.56
"storybook",0.44
"storyteller",0.41
"stoup",-0.02
"stout",0.07
"stout",0.07
"stout-billed",0.15
"stouthearted",0.15
"stoutheartedness",0.21
"stoutly",0.15
"stoutness",0.15
"stove",0.15
"stow",6.0e-05
"stowaway",-0.16
"strabismus",-0.19
"straddle",0.15
"straddle",0.15
"stradivari",0.17
"stradivarius",0.17
"straggle",-0.34
"straggle",-0.02
"straggler",-0.19
"straggling",-0.07
"straggly",-0.16
"straight",-0.06
"straight",0.15
"straightarrow",0.48
"straightaway",-0.28
"straighten",0.31
"straightforward",0.28
"straightforwardly",0.08
"straightforwardness",0.04
"straight-from-the-shoulder",-0.03
"straightlaced",0.28
"straight-laced",0.28
"straightness",0.23
"straight-out",-0.25
"strain",-0.32
"strain",-0.32
"strained",-0.18
"straining",-0.34
"straining",-0.16
"strait",-0.10
"strait",-0.08
"straiten",-0.22
"straitjacket",-0.57
"straitlaced",0.28
"strait-laced",0.28
"straits",-0.46
"strand",7.0e-05
"strange",-0.07
"strangely",0.15
"strangeness",-0.31
"stranger",-0.22
"strangle",-0.50
"strangles",-0.39
"strangulation",-0.55
"strap",0.02
"strap",0.02
"strapless",0.16
"strapless",0.16
"strapping",-0.05
"stratagem",-0.10
"strategic",0.39
"strategically",0.15
"strategist",0.07
"strategy",0.23
"stratification",0.01
"stratified",0.15
"stratify",0.08
"stratosphere",0.13
"straw",0.22
"straw",0.22
"strawberry",0.56
"strawflower",5.6e-03
"strawman",5.6e-03
"strawworm",-0.10
"stray",-0.21
"stray",-0.21
"stray",-0.21
"strayer",-0.19
"straying",-0.42
"streak",0.09
"streak",0.09
"streaked",-0.02
"streaky",-0.02
"stream",0.47
"stream",0.47
"streamer",0.08
"streamline",0.07
"streamlined",0.04
"street",0.01
"streetcar",0.11
"streetlight",-0.02
"streetwise",0.12
"strength",0.43
"strengthen",0.55
"strengthening",0.10
"strenuosity",-0.06
"strenuous",-0.21
"strenuously",0.28
"strenuousness",-0.05
"strep",-0.55
"strep",-0.55
"streptococci",0.17
"streptococcus",0.17
"streptomycetaceae",0.12
"stress",-0.80
"stress",-0.80
"stressed",-0.29
"stressful",-0.59
"stretch",3.0e-05
"stretch",5.0e-05
"stretch",7.0e-05
"stretchable",0.17
"stretcher",-0.47
"stretching",0.15
"stretchy",0.17
"striate",0.15
"stricken",-0.55
"strict",-0.33
"strictly",0.18
"strictness",-0.03
"stricture",-0.38
"stride",0.20
"stride",0.20
"stridence",0.12
"stridency",0.12
"strident",-0.17
"stridently",0.15
"strife",-0.33
"strike",-0.48
"strike",-0.48
"strikeout",-0.46
"striker",-0.31
"striking",0.10
"strikingly",0.12
"strikingness",0.26
"string",0.06
"string",0.06
"stringency",-0.02
"stringent",-0.17
"stringently",0.15
"strings",0.07
"stringy",-0.23
"strip",-0.08
"strip",-0.08
"stripe",0.06
"stripe",0.06
"striped",-0.04
"striper",0.20
"stripped",0.09
"stripped-down",0.15
"stripper",0.04
"striptease",0.08
"strive",0.33
"striver",-0.07
"strix",-0.07
"stroke",-0.20
"stroke",-0.20
"stroll",0.31
"stroll",0.31
"stroller",0.18
"strong",0.45
"strong-arm",-0.34
"strong-arm",-0.11
"strong-armer",-0.19
"strong-boned",0.15
"strong-flavored",0.15
"strong-growing",-0.06
"stronghold",0.11
"strongly",0.12
"strongman",0.15
"strong-minded",0.17
"strong-scented",0.15
"strong-smelling",0.15
"stroppy",-0.38
"struck",-0.28
"structural",0.15
"structure",0.17
"structure",0.17
"strudel",0.27
"struggle",-0.50
"struggling",-0.19
"struma",-0.07
"strumpet",-0.07
"strut",0.15
"strut",0.15
"struthiomimus",-0.07
"stub",-0.27
"stub",-0.27
"stubborn",-0.31
"stubbornly",-0.07
"stubbornness",-0.34
"stubby",-0.12
"stuck-up",-0.39
"stud",-0.02
"stud",-0.02
"studded",-0.28
"student",0.35
"studied",0.17
"studio",0.31
"studious",0.09
"studiously",0.15
"studiousness",0.17
"study",0.19
"study",0.19
"stuff",0.21
"stuff",0.21
"stuffed",-0.12
"stuffily",0.15
"stuffiness",-0.12
"stuffy",-0.31
"stultification",4.93e-03
"stultify",0.23
"stumble",-0.31
"stumble",-0.31
"stump",-0.09
"stump",-0.09
"stumper",-0.34
"stun",-0.11
"stung",-0.38
"stunned",-0.01
"stunner",0.19
"stunning",0.31
"stunningly",0.15
"stunt",-0.01
"stunt",-0.01
"stunted",-0.39
"stuntedness",0.21
"stupe",-0.07
"stupefaction",-0.08
"stupefied",-0.05
"stupefy",-0.02
"stupefying",0.02
"stupendous",0.48
"stupid",-0.54
"stupid",-0.54
"stupidity",-0.57
"stupidly",0.15
"stupor",-0.30
"stuporous",-0.34
"sturdily",0.12
"sturdiness",0.01
"sturdy",0.29
"stutter",-0.51
"stutter",-0.51
"sty",-0.02
"stye",-0.07
"stygian",-0.46
"style",0.45
"style",0.45
"styleless",-0.02
"stylisation",-0.07
"stylised",-0.38
"stylish",0.17
"stylishly",0.12
"stylishness",0.28
"stylist",0.25
"stylistically",0.17
"stylization",-0.07
"stylized",-0.38
"stylostixis",-0.06
"stymie",-0.06
"stymy",-0.06
"styptic",-0.17
"suasible",-0.06
"suave",0.10
"suavely",0.15
"suaveness",0.36
"suavity",0.36
"sub",2.0e-05
"sub",6.0e-05
"subacid",-0.17
"subalpine",0.21
"subaltern",-0.42
"subaltern",0.15
"subartesian",-0.07
"subatomic",0.13
"subbase",-0.07
"subbing",-0.34
"subclavian",0.12
"subcommittee",0.02
"subconscious",0.12
"subconscious",0.12
"subconsciously",0.12
"subconsciousness",-0.34
"subcontractor",0.15
"subdivision",-0.06
"subduable",-0.17
"subdue",-0.45
"subdued",-0.35
"subduedness",-0.37
"subdural",-0.15
"subfusc",-0.06
"subhuman",-0.22
"subjacent",-0.07
"subject",0.08
"subject",0.08
"subject",0.08
"subjective",0.21
"subjectivism",0.05
"subjugable",-0.17
"subjugated",-0.19
"sublet",0.06
"sublet",0.06
"sublimate",0.08
"sublimate",0.17
"sublime",0.23
"sublime",0.23
"sublimely",0.12
"subliminal",0.04
"sublimity",-0.25
"sublingual",-0.28
"subliterary",-0.28
"submarine",0.25
"submarine",0.25
